Area,Team Member,Metric,Purpose,Source,Threshold,Goal,Week,Start Date,End Date,Value
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 12,7/26,8/1,1738
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 13,8/2,8/8,1493
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 14,8/9,8/15,1767
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 15,8/16,8/22,1871
Public Engagement,Ashley,News Article Posts (Last 30 Days),What we share is reaching audiences.,GA,1000,3000,Week 16,8/23,8/29,1870
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 1,5/10,5/16,1:15
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 2,5/17,5/23,1:21
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 3,5/24,5/30,1:19
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 4,5/31,6/6,1:13
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 5,6/7,6/13,1:12
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 6,6/14,6/20,1:06
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 7,6/21,6/27,1:07
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 8,6/28,7/4,1:01
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 9,7/5,7/11,1:02
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 10,7/12,7/18,1:04
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 11,7/19,7/25,1:04
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 12,7/26,8/1,1:05
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 13,8/2,8/8,1:10
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 14,8/9,8/15,0:53
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 15,8/16,8/22,0:53
Public Engagement,Ashley,Average Engagement Time,"Our site is useful, compelling, and engaging to visitors.",GA,1:00,2:00,Week 16,8/23,8/29,0:50
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 1,5/10,5/16,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 2,5/17,5/23,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 3,5/24,5/30,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 4,5/31,6/6,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 5,6/7,6/13,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 6,6/14,6/20,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 7,6/21,6/27,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 8,6/28,7/4,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 9,7/5,7/11,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 10,7/12,7/18,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 11,7/19,7/25,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 12,7/26,8/1,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 13,8/2,8/8,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 14,8/9,8/15,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 15,8/16,8/22,
Public Engagement,Ashley,Lawyerist Page Engagement,Users are engaging with products through product pages.,Google Tag Manager,?,0:00,Week 16,8/23,8/29,
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 1,5/10,5/16,1200
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 2,5/17,5/23,1500
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 3,5/24,5/30,1600
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 4,5/31,6/6,843
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 5,6/7,6/13,661
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 6,6/14,6/20,1500
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 7,6/21,6/27,488
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 8,6/28,7/4,341
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 9,7/5,7/11,2100
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 10,7/12,7/18,669
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 11,7/19,7/25,1600
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 12,7/26,8/1,2600
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 13,8/2,8/8,546
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 14,8/9,8/15,539
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 15,8/16,8/22,726
Public Engagement,Julia,Instagram Impressions/Reach,Our Instagram is relevant and useful.,Facebook,500,"1,000",Week 16,8/23,8/29,1500
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 1,5/10,5/16,16600
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 2,5/17,5/23,9400
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 3,5/24,5/30,15600
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 4,5/31,6/6,10000
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 5,6/7,6/13,11400
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 6,6/14,6/20,9800
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 7,6/21,6/27,16200
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 8,6/28,7/4,11400
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 9,7/5,7/11,7400
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 10,7/12,7/18,6500
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 11,7/19,7/25,36900
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 12,7/26,8/1,15900
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 13,8/2,8/8,16700
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 14,8/9,8/15,18800
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 15,8/16,8/22,16900
Public Engagement,Julia,Facebook Post Views,Our Facebook is relevant and useful.,Facebook,"10,000","18,000",Week 16,8/23,8/29,23900
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 1,5/10,5/16,5985
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 2,5/17,5/23,5988
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 3,5/24,5/30,6045
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 4,5/31,6/6,6049
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 5,6/7,6/13,6075
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 6,6/14,6/20,6075
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 7,6/21,6/27,6078
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 8,6/28,7/4,6147
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 9,7/5,7/11,6150
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 10,7/12,7/18,6167
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 11,7/19,7/25,6190
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 12,7/26,8/1,6235
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 13,8/2,8/8,6229
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 14,8/9,8/15,6238
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 15,8/16,8/22,6241
Public Engagement,Julia,Email Subscribers,Our email list is healthy and growing.,MailChimp,"6,000","6,250",Week 16,8/23,8/29,6295
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 1,5/10,5/16,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 2,5/17,5/23,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 3,5/24,5/30,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 4,5/31,6/6,10%
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 5,6/7,6/13,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 6,6/14,6/20,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 7,6/21,6/27,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 8,6/28,7/4,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 9,7/5,7/11,10%
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 10,7/12,7/18,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 11,7/19,7/25,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 12,7/26,8/1,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 13,8/2,8/8,23%
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 14,8/9,8/15,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 15,8/16,8/22,-
Public Engagement,Julia,Email open rate (excluding donor),Our emails have content people engage with.,MailChimp,40%,50%,Week 16,8/23,8/29,-
